Invoice_Line,Related_Doc,Code,Charge_Name,Charge_Type,Description,Amount,Mileage,Family,SKUs,TV_Size,TV_Qty,Status,Strategy,Expected,Diff,Contract_Ref,Note
995,7325146245,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,104.9,refrigerators,"RF90F23AEWAA, DM_HA_STANDARD",,,MATCH (FSA),FSA_12thAmd_Table,10.83,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($87.36 (Appliance Base)) = $10.83
996,7325146245,1305771,Installation Fee,installation,White Glove,17.03,104.9,refrigerators,"RF90F23AEWAA, DM_HA_STANDARD",,,MATCH (White Glove),Appliance_WhiteGlove_Observed,17.02,0.01,Inferred Pattern: Base $15 + $12/Extra (Qty 1),Calc: $15 * 1.135 (GRI) = $17.02
997,7325146245,1002770,Truck Freight Charge,freight,Last Mile (Delivery),87.36,104.9,refrigerators,"RF90F23AEWAA, DM_HA_STANDARD",,,MATCH (Appliance Delivery),Appliance_Del_2017,87.36,-0.0,XPO 2017 (Pg 22): Appliance Delivery 1 Unit(s) @ $77.0 Base,Calc: $77.0 * 1.13455 (Hist. GRI) = $87.36
998,7325146245,1002771,Truck Freight Charge,freight,Last Mile Surcharge,59.7,104.9,refrigerators,"RF90F23AEWAA, DM_HA_STANDARD",,,MATCH (Mileage Surcharge),Appliance_Mileage_Observed,59.8,-0.1,Observed Rate: Excess Miles (>75) @ $2.0/mi,Calc: (104.9 - 75) mi * $2.0 = $59.8
999,7325701712,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,11.49,10.72,tvs,"QN85QN90FAFXZA, DM_CE_STANDARD_LARGE",85-inch,1,MATCH (FSA),FSA_12thAmd_Table,11.49,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($92.67) = $11.49
1000,7325701712,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,92.67,10.72,tvs,"QN85QN90FAFXZA, DM_CE_STANDARD_LARGE",85-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,92.67,0.0,12th Amd (Pg 3): TV Threshold 0-25 Miles @ $90.85,Size: 85-inch | Calc: 1 Unit: $90.85 * 1.02 (GRI) = $92.67
1001,7325863859,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,12.4,43.97,tvs,"DM_CE_STANDARD_LARGE, QN75QN1EFAFXZA",75-inch,1,MATCH (FSA),FSA_12thAmd_Table,12.4,0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($100.0) = $12.4
1002,7325863859,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,100.0,43.97,tvs,"DM_CE_STANDARD_LARGE, QN75QN1EFAFXZA",75-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,100.0,-0.0,12th Amd (Pg 3): TV Threshold 25-50 Miles @ $98.04,Size: 75-inch | Calc: 1 Unit: $98.04 * 1.02 (GRI) = $100.0
1003,7324896512,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,12.4,41.6,tvs,"QN65QN90FAFXZA, DM_CE_STANDARD_LARGE",65-inch,1,MATCH (FSA),FSA_12thAmd_Table,12.4,0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($100.0) = $12.4
1004,7324896512,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,100.0,41.6,tvs,"QN65QN90FAFXZA, DM_CE_STANDARD_LARGE",65-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,100.0,-0.0,12th Amd (Pg 3): TV Threshold 25-50 Miles @ $98.04,Size: 65-inch | Calc: 1 Unit: $98.04 * 1.02 (GRI) = $100.0
1005,7325116577,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,8.4,refrigerators,"RF70F29DERAA, DM_HA_STANDARD",,,MATCH (FSA),FSA_12thAmd_Table,10.83,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($87.36 (Appliance Base)) = $10.83
1006,7325116577,1002770,Truck Freight Charge,freight,Last Mile (Delivery),87.36,8.4,refrigerators,"RF70F29DERAA, DM_HA_STANDARD",,,MATCH (Appliance Delivery),Appliance_Del_2017,87.36,-0.0,XPO 2017 (Pg 22): Appliance Delivery 1 Unit(s) @ $77.0 Base,Calc: $77.0 * 1.13455 (Hist. GRI) = $87.36
1007,7325189906,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,19.82,162.96,tvs,"QN75QEF1AFXZA, DM_CE_STANDARD_LARGE",75-inch,1,MATCH (FSA),FSA_12thAmd_Table,19.82,0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($159.81) = $19.82
1008,7325189906,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,159.81,162.96,tvs,"QN75QEF1AFXZA, DM_CE_STANDARD_LARGE",75-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,159.81,-0.0,12th Amd (Pg 3): TV Threshold 150-175 Miles @ $156.68,Size: 75-inch | Calc: 1 Unit: $156.68 * 1.02 (GRI) = $159.81
1009,7325310237,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,39.99,refrigerators,"RF23BB860012AA, HA-HAUL-AWY, DM_HA_STANDARD",,,MATCH (FSA),FSA_12thAmd_Table,10.83,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($87.36 (Appliance Base)) = $10.83
1010,7325310237,1305771,Installation Fee,installation,White Glove,17.03,39.99,refrigerators,"RF23BB860012AA, HA-HAUL-AWY, DM_HA_STANDARD",,,MATCH (White Glove),Appliance_WhiteGlove_Observed,17.02,0.01,Inferred Pattern: Base $15 + $12/Extra (Qty 1),Calc: $15 * 1.135 (GRI) = $17.02
1011,7325310237,1305780,Unknown,Unknown,Unknown,20.42,39.99,refrigerators,"RF23BB860012AA, HA-HAUL-AWY, DM_HA_STANDARD",,,SKIPPED,,0.0,0.0,,
1012,7325310237,1002770,Truck Freight Charge,freight,Last Mile (Delivery),87.36,39.99,refrigerators,"RF23BB860012AA, HA-HAUL-AWY, DM_HA_STANDARD",,,MATCH (Appliance Delivery),Appliance_Del_2017,87.36,-0.0,XPO 2017 (Pg 22): Appliance Delivery 1 Unit(s) @ $77.0 Base,Calc: $77.0 * 1.13455 (Hist. GRI) = $87.36
1013,7325292463,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,130.1,microwaves,ME21DG6300SRAA,,,MATCH (FSA),FSA_12thAmd_Table,10.83,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($87.36 (Appliance Base)) = $10.83
1014,7325292463,1002770,Truck Freight Charge,freight,Last Mile (Delivery),87.36,130.1,microwaves,ME21DG6300SRAA,,,MATCH (Appliance Delivery),Appliance_Del_2017,87.36,-0.0,XPO 2017 (Pg 22): Appliance Delivery 1 Unit(s) @ $77.0 Base,Calc: $77.0 * 1.13455 (Hist. GRI) = $87.36
1015,7325292463,1002771,Truck Freight Charge,freight,Last Mile Surcharge,109.45,130.1,microwaves,ME21DG6300SRAA,,,MATCH (Mileage Surcharge),Appliance_Mileage_Observed,110.2,-0.75,Observed Rate: Excess Miles (>75) @ $2.0/mi,Calc: (130.1 - 75) mi * $2.0 = $110.2
1016,7324916691,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,15.17,83.79,monitors,"LS55CG970NNXGO, DM_CE_STANDARD_LARGE",Unknown,1,MATCH (FSA),FSA_12thAmd_Table,15.17,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($122.36) = $15.17
1017,7324916691,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,122.36,83.79,monitors,"LS55CG970NNXGO, DM_CE_STANDARD_LARGE",Unknown,1,MATCH (TV Threshold),TV_Threshold_12thAmd,122.36,0.0,12th Amd (Pg 3): TV Threshold 75-100 Miles @ $119.96,Standard TV | Calc: 1 Unit: $119.96 * 1.02 (GRI) = $122.36
1018,7324917653,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,32.63,refrigerators,"RM80F22WEWAA, HA-HAUL-AWY, DM_HA_STANDARD, HA-INST-BESPOKE00",,,MATCH (FSA),FSA_12thAmd_Table,10.83,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($87.36 (Appliance Base)) = $10.83
1019,7324917653,1305771,Installation Fee,installation,White Glove,17.03,32.63,refrigerators,"RM80F22WEWAA, HA-HAUL-AWY, DM_HA_STANDARD, HA-INST-BESPOKE00",,,MATCH (White Glove),Appliance_WhiteGlove_Observed,17.02,0.01,Inferred Pattern: Base $15 + $12/Extra (Qty 1),Calc: $15 * 1.135 (GRI) = $17.02
1020,7324917653,1305780,Unknown,Unknown,Unknown,20.42,32.63,refrigerators,"RM80F22WEWAA, HA-HAUL-AWY, DM_HA_STANDARD, HA-INST-BESPOKE00",,,SKIPPED,,0.0,0.0,,
1021,7324917653,1002770,Truck Freight Charge,freight,Last Mile (Delivery),87.36,32.63,refrigerators,"RM80F22WEWAA, HA-HAUL-AWY, DM_HA_STANDARD, HA-INST-BESPOKE00",,,MATCH (Appliance Delivery),Appliance_Del_2017,87.36,-0.0,XPO 2017 (Pg 22): Appliance Delivery 1 Unit(s) @ $77.0 Base,Calc: $77.0 * 1.13455 (Hist. GRI) = $87.36
1022,7325769271,1002782,Truck Freight Charge,freight,Limited Access (Special Facility),70.38,91.01,tvs,"QN65S95FAFXZA, DM_CE_STANDARD_LARGE",65-inch,1,MATCH (Special Facilities (Tier 2)),LimitedAccess_12thAmd,70.38,0.0,12th Amd (Pg 5): Special Facilities @ $60.0 + 15%,Context: Special Fac | Calc: ($60.0 * 1.02 (GRI)) * 1.15 (Surcharge) = $70.38
1023,7325769271,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,15.17,91.01,tvs,"QN65S95FAFXZA, DM_CE_STANDARD_LARGE",65-inch,1,MATCH (FSA),FSA_12thAmd_Table,15.17,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($122.36) = $15.17
1024,7325769271,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,122.36,91.01,tvs,"QN65S95FAFXZA, DM_CE_STANDARD_LARGE",65-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,122.36,0.0,12th Amd (Pg 3): TV Threshold 75-100 Miles @ $119.96,Size: 65-inch | Calc: 1 Unit: $119.96 * 1.02 (GRI) = $122.36
1025,7325189904,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,19.82,169.16,tvs,"QN65QN90FAFXZA, DM_CE_STANDARD_LARGE",65-inch,1,MATCH (FSA),FSA_12thAmd_Table,19.82,0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($159.81) = $19.82
1026,7325189904,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,159.81,169.16,tvs,"QN65QN90FAFXZA, DM_CE_STANDARD_LARGE",65-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,159.81,-0.0,12th Amd (Pg 3): TV Threshold 150-175 Miles @ $156.68,Size: 65-inch | Calc: 1 Unit: $156.68 * 1.02 (GRI) = $159.81
1027,7325573685,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,115.01,,,,,SKIPPED,,0.0,0.0,,
1028,7325573685,1002770,Truck Freight Charge,freight,Last Mile (Delivery),87.36,115.01,,,,,SKIPPED,,0.0,0.0,,
1029,7325573685,1002771,Truck Freight Charge,freight,Last Mile Surcharge,79.6,115.01,,,,,SKIPPED,,0.0,0.0,,
1030,7325459439,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,151.14,washers,"WD53DBA900HZA1, DM_HA_STANDARD",,,MATCH (FSA),FSA_12thAmd_Table,10.83,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($87.36 (Appliance Base)) = $10.83
1031,7325459439,1002770,Truck Freight Charge,freight,Last Mile (Delivery),87.36,151.14,washers,"WD53DBA900HZA1, DM_HA_STANDARD",,,MATCH (Appliance Delivery),Appliance_Del_2017,87.36,-0.0,XPO 2017 (Pg 22): Appliance Delivery 1 Unit(s) @ $77.0 Base,Calc: $77.0 * 1.13455 (Hist. GRI) = $87.36
1032,7325459439,1002771,Truck Freight Charge,freight,Last Mile Surcharge,151.24,151.14,washers,"WD53DBA900HZA1, DM_HA_STANDARD",,,MATCH (Mileage Surcharge),Appliance_Mileage_Observed,152.28,-1.04,Observed Rate: Excess Miles (>75) @ $2.0/mi,Calc: (151.14 - 75) mi * $2.0 = $152.28
1033,7325129277,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,80.83,"ranges, microwaves, refrigerators, dishwashers","DW80BB707012AA, NSG6DB870012AA, ME21DB670012AA, RF29DB970012AA, DM_HA_STANDARD",,,UNDERCHARGED (FSA),,13.22,-2.39,,Expected 12.4% of ($106.65 (Appliance Base)) = $13.22
1034,7325129277,1002770,Truck Freight Charge,freight,Last Mile (Delivery),106.65,80.83,"ranges, microwaves, refrigerators, dishwashers","DW80BB707012AA, NSG6DB870012AA, ME21DB670012AA, RF29DB970012AA, DM_HA_STANDARD",,,MATCH (Appliance Delivery),Appliance_Del_2017,106.65,0.0,XPO 2017 (Pg 22): Appliance Delivery 2 Unit(s) @ $94.0 Base,Calc: $94.0 * 1.13455 (Hist. GRI) = $106.65
1035,7325129277,1002771,Truck Freight Charge,freight,Last Mile Surcharge,11.94,80.83,"ranges, microwaves, refrigerators, dishwashers","DW80BB707012AA, NSG6DB870012AA, ME21DB670012AA, RF29DB970012AA, DM_HA_STANDARD",,,MATCH (Mileage Surcharge),Appliance_Mileage_Observed,11.66,0.28,Observed Rate: Excess Miles (>75) @ $2.0/mi,Calc: (80.83 - 75) mi * $2.0 = $11.66
1036,7325459436,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,68.01,ranges,"DM_HA_STANDARD, NX60A6511SS/AA",,,MATCH (FSA),FSA_12thAmd_Table,10.83,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($87.36 (Appliance Base)) = $10.83
1037,7325459436,1002770,Truck Freight Charge,freight,Last Mile (Delivery),87.36,68.01,ranges,"DM_HA_STANDARD, NX60A6511SS/AA",,,MATCH (Appliance Delivery),Appliance_Del_2017,87.36,-0.0,XPO 2017 (Pg 22): Appliance Delivery 1 Unit(s) @ $77.0 Base,Calc: $77.0 * 1.13455 (Hist. GRI) = $87.36
1038,7324946336,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,11.49,17.46,tvs,"DM_CE_STANDARD_LARGE, QN65LS03FWFXZA",65-inch,1,MATCH (FSA),FSA_12thAmd_Table,11.49,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($92.67) = $11.49
1039,7324946336,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,92.67,17.46,tvs,"DM_CE_STANDARD_LARGE, QN65LS03FWFXZA",65-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,92.67,0.0,12th Amd (Pg 3): TV Threshold 0-25 Miles @ $90.85,Size: 65-inch | Calc: 1 Unit: $90.85 * 1.02 (GRI) = $92.67
1040,7325769272,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,25.93,78.61,"television-home-theater-accessories, tvs","L-INST/A1-EQ55, UN98DU9000FXZA, DM_CE_STANDARD_LARGE",98-inch,1,MATCH (FSA),FSA_12thAmd_Table,25.93,0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($112.2 + $96.9) = $25.93
1041,7325769272,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,112.2,78.61,"television-home-theater-accessories, tvs","L-INST/A1-EQ55, UN98DU9000FXZA, DM_CE_STANDARD_LARGE",98-inch,1,MATCH (Wall Mount),Wall_Mount_12thAmd,112.2,0.0,12th Amd (Pg 3): Wall Mount Delivery @ $110.0,SKU: L-INST/EQ55 | Calc: $110.0 * 1.02 (GRI) = $112.2
1042,7325769272,1305900,Installation Fee,installation,Standard Tv Delivery Plus Wall Mount- Unconcealed,96.9,78.61,"television-home-theater-accessories, tvs","L-INST/A1-EQ55, UN98DU9000FXZA, DM_CE_STANDARD_LARGE",98-inch,1,MATCH (Wall Mount Install),WM_Install_12thAmd,96.9,0.0,12th Amd (Pg 3): Wall Mount Install @ $95.0,Code 1305900 | Calc: $95.0 * 1.02 (GRI) = $96.9
1043,7325769272,1305805,Installation Fee,installation,Additional Labor Daily (3-Man Truck),157.0,78.61,"television-home-theater-accessories, tvs","L-INST/A1-EQ55, UN98DU9000FXZA, DM_CE_STANDARD_LARGE",98-inch,1,MATCH (Accessorial),14thAmd_3rdMan,157.0,0.0,14th Amd (Sec e): 3rd Man @ $157.0,Size: 98-inch | Calc: Flat Rate $157.0
1044,7325769272,1002771,Truck Freight Charge,freight,Last Mile Surcharge,7.96,78.61,"television-home-theater-accessories, tvs","L-INST/A1-EQ55, UN98DU9000FXZA, DM_CE_STANDARD_LARGE",98-inch,1,SKIPPED,,0.0,0.0,,
1045,7325571076,1002785,Truck Freight Charge,freight,Limited Access (Remote Area),52.79,142.97,tvs,"QN55LS03FAFXZA, DM_CE_STANDARD_LARGE",55-inch,1,MATCH (Remote Area (Tier 2)),LimitedAccess_12thAmd,52.78,0.01,12th Amd (Pg 5): Limited Access (Remote Area) @ $45.0 + 15%,Context: Remote | Calc: ($45.0 * 1.02 (GRI)) * 1.15 (Surcharge) = $52.78
1046,7325571076,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,19.27,142.97,tvs,"QN55LS03FAFXZA, DM_CE_STANDARD_LARGE",55-inch,1,MATCH (FSA),FSA_12thAmd_Table,19.27,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($155.43) = $19.27
1047,7325571076,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,155.43,142.97,tvs,"QN55LS03FAFXZA, DM_CE_STANDARD_LARGE",55-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,155.43,0.0,12th Amd (Pg 3): TV Threshold 125-150 Miles @ $152.38,Size: 55-inch | Calc: 1 Unit: $152.38 * 1.02 (GRI) = $155.43
1048,7324960654,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,64.14,"refrigerators, washers, dryers","DVE47CG3500VA3, HA-HAUL-AWY, WA47CG3500AVA4, HA-INST-DRY0E, HA-INST-WAS00, DM_HA_STANDARD",,,MATCH (FSA),FSA_12thAmd_Table,10.83,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($87.36 (Appliance Base)) = $10.83
1049,7324960654,1305771,Installation Fee,installation,White Glove,30.65,64.14,"refrigerators, washers, dryers","DVE47CG3500VA3, HA-HAUL-AWY, WA47CG3500AVA4, HA-INST-DRY0E, HA-INST-WAS00, DM_HA_STANDARD",,,MATCH (White Glove),Appliance_WhiteGlove_Observed,30.64,0.0,Inferred Pattern: Base $15 + $12/Extra (Qty 2),Calc: $27 * 1.135 (GRI) = $30.64
1050,7324960654,1305780,Unknown,Unknown,Unknown,20.42,64.14,"refrigerators, washers, dryers","DVE47CG3500VA3, HA-HAUL-AWY, WA47CG3500AVA4, HA-INST-DRY0E, HA-INST-WAS00, DM_HA_STANDARD",,,SKIPPED,,0.0,0.0,,
1051,7324960654,1305780,Unknown,Unknown,Unknown,20.42,64.14,"refrigerators, washers, dryers","DVE47CG3500VA3, HA-HAUL-AWY, WA47CG3500AVA4, HA-INST-DRY0E, HA-INST-WAS00, DM_HA_STANDARD",,,SKIPPED,,0.0,0.0,,
1052,7324960654,1002770,Truck Freight Charge,freight,Last Mile (Delivery),87.36,64.14,"refrigerators, washers, dryers","DVE47CG3500VA3, HA-HAUL-AWY, WA47CG3500AVA4, HA-INST-DRY0E, HA-INST-WAS00, DM_HA_STANDARD",,,MATCH (Appliance Delivery),Appliance_Del_2017,87.36,-0.0,XPO 2017 (Pg 22): Appliance Delivery 1 Unit(s) @ $77.0 Base,Calc: $77.0 * 1.13455 (Hist. GRI) = $87.36
1053,7325189913,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,13.66,52.88,tvs,"DM_CE_STANDARD_LARGE, QN75LS03FWFXZA",75-inch,1,MATCH (FSA),FSA_12thAmd_Table,13.66,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($110.18) = $13.66
1054,7325189913,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,110.18,52.88,tvs,"DM_CE_STANDARD_LARGE, QN75LS03FWFXZA",75-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,110.18,-0.0,12th Amd (Pg 3): TV Threshold 50-75 Miles @ $108.02,Size: 75-inch | Calc: 1 Unit: $108.02 * 1.02 (GRI) = $110.18
1055,7325189913,1305792,Installation Fee,installation,Not Home,87.36,52.88,tvs,"DM_CE_STANDARD_LARGE, QN75LS03FWFXZA",75-inch,1,MATCH (Not Home / Attempt),NotHome_Universal,87.36,-0.0,Universal Attempt Fee (Base $77.0),Calc: $77.0 * 1.13455 (GRI) = $87.36
1056,7325127237,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,113.01,"refrigerators, washers","WF50BG8300AVUS, HA-HAUL-AWY, DM_HA_STANDARD, HA-INST-WAS00",,,MATCH (FSA),FSA_12thAmd_Table,10.83,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($87.36 (Appliance Base)) = $10.83
1057,7325127237,1305771,Installation Fee,installation,White Glove,17.03,113.01,"refrigerators, washers","WF50BG8300AVUS, HA-HAUL-AWY, DM_HA_STANDARD, HA-INST-WAS00",,,MATCH (White Glove),Appliance_WhiteGlove_Observed,17.02,0.01,Inferred Pattern: Base $15 + $12/Extra (Qty 1),Calc: $15 * 1.135 (GRI) = $17.02
1058,7325127237,1305780,Unknown,Unknown,Unknown,20.42,113.01,"refrigerators, washers","WF50BG8300AVUS, HA-HAUL-AWY, DM_HA_STANDARD, HA-INST-WAS00",,,SKIPPED,,0.0,0.0,,
1059,7325127237,1002770,Truck Freight Charge,freight,Last Mile (Delivery),87.36,113.01,"refrigerators, washers","WF50BG8300AVUS, HA-HAUL-AWY, DM_HA_STANDARD, HA-INST-WAS00",,,MATCH (Appliance Delivery),Appliance_Del_2017,87.36,-0.0,XPO 2017 (Pg 22): Appliance Delivery 1 Unit(s) @ $77.0 Base,Calc: $77.0 * 1.13455 (Hist. GRI) = $87.36
1060,7325127237,1002771,Truck Freight Charge,freight,Last Mile Surcharge,75.62,113.01,"refrigerators, washers","WF50BG8300AVUS, HA-HAUL-AWY, DM_HA_STANDARD, HA-INST-WAS00",,,MATCH (Mileage Surcharge),Appliance_Mileage_Observed,76.02,-0.4,Observed Rate: Excess Miles (>75) @ $2.0/mi,Calc: (113.01 - 75) mi * $2.0 = $76.02
1061,7324987998,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,16.02,114.88,monitors,"LS49CG954ENXZA, DM_CE_STANDARD_LARGE",Unknown,1,MATCH (FSA),FSA_12thAmd_Table,16.02,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($129.2) = $16.02
1062,7324987998,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,129.2,114.88,monitors,"LS49CG954ENXZA, DM_CE_STANDARD_LARGE",Unknown,1,MATCH (TV Threshold),TV_Threshold_12thAmd,129.2,-0.0,12th Amd (Pg 3): TV Threshold 100-125 Miles @ $126.67,Standard TV | Calc: 1 Unit: $126.67 * 1.02 (GRI) = $129.2
1063,7325864575,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,13.66,72.24,tvs,"ART-STORE-ANNUAL, QN55LS03DAFXZA, DM_CE_STANDARD_LARGE",55-inch,1,MATCH (FSA),FSA_12thAmd_Table,13.66,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($110.18) = $13.66
1064,7325864575,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,110.18,72.24,tvs,"ART-STORE-ANNUAL, QN55LS03DAFXZA, DM_CE_STANDARD_LARGE",55-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,110.18,-0.0,12th Amd (Pg 3): TV Threshold 50-75 Miles @ $108.02,Size: 55-inch | Calc: 1 Unit: $108.02 * 1.02 (GRI) = $110.18
1065,7325573691,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,122.45,"home-appliances-accessories, washers","WE702NZ/US, WD90F53AVSUS, DM_HA_STANDARD",,,MATCH (FSA),FSA_12thAmd_Table,10.83,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($87.36 (Appliance Base)) = $10.83
1066,7325573691,1002770,Truck Freight Charge,freight,Last Mile (Delivery),87.36,122.45,"home-appliances-accessories, washers","WE702NZ/US, WD90F53AVSUS, DM_HA_STANDARD",,,MATCH (Appliance Delivery),Appliance_Del_2017,87.36,-0.0,XPO 2017 (Pg 22): Appliance Delivery 1 Unit(s) @ $77.0 Base,Calc: $77.0 * 1.13455 (Hist. GRI) = $87.36
1067,7325573691,1002771,Truck Freight Charge,freight,Last Mile Surcharge,93.53,122.45,"home-appliances-accessories, washers","WE702NZ/US, WD90F53AVSUS, DM_HA_STANDARD",,,MATCH (Mileage Surcharge),Appliance_Mileage_Observed,94.9,-1.37,Observed Rate: Excess Miles (>75) @ $2.0/mi,Calc: (122.45 - 75) mi * $2.0 = $94.9
1068,7325864576,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,15.17,88.83,tvs,"QN55QN90FAFXZA, DM_CE_STANDARD_LARGE",55-inch,1,MATCH (FSA),FSA_12thAmd_Table,15.17,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($122.36) = $15.17
1069,7325864576,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,122.36,88.83,tvs,"QN55QN90FAFXZA, DM_CE_STANDARD_LARGE",55-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,122.36,0.0,12th Amd (Pg 3): TV Threshold 75-100 Miles @ $119.96,Size: 55-inch | Calc: 1 Unit: $119.96 * 1.02 (GRI) = $122.36
1070,7325129895,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,33.27,"home-appliances-accessories, washers, refrigerators","HA-HAUL-AWY, HA-INST-WAS00, WD90F53AVBUS, WE702NB/US, DM_HA_STANDARD",,,MATCH (FSA),FSA_12thAmd_Table,10.83,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($87.36 (Appliance Base)) = $10.83
1071,7325129895,1305771,Installation Fee,installation,White Glove,17.03,33.27,"home-appliances-accessories, washers, refrigerators","HA-HAUL-AWY, HA-INST-WAS00, WD90F53AVBUS, WE702NB/US, DM_HA_STANDARD",,,MATCH (White Glove),Appliance_WhiteGlove_Observed,17.02,0.01,Inferred Pattern: Base $15 + $12/Extra (Qty 1),Calc: $15 * 1.135 (GRI) = $17.02
1072,7325129895,1002770,Truck Freight Charge,freight,Last Mile (Delivery),87.36,33.27,"home-appliances-accessories, washers, refrigerators","HA-HAUL-AWY, HA-INST-WAS00, WD90F53AVBUS, WE702NB/US, DM_HA_STANDARD",,,MATCH (Appliance Delivery),Appliance_Del_2017,87.36,-0.0,XPO 2017 (Pg 22): Appliance Delivery 1 Unit(s) @ $77.0 Base,Calc: $77.0 * 1.13455 (Hist. GRI) = $87.36
