po_id,do_id,sku_id,line_item_status,order_status,product_family,product_division,display_name,product_type,index,id,score
SA039064291,7326427878,DM_HA_STANDARD,Delivered,Delivered,,,Home Delivery,Delivery,usa-order-line-item-feed-v5.0.0-202512,3ad4127a-f749-410c-9f5b-5d52202b6587,1.0
SA062953060,7326032406,WMN-B05FB/ZA,Delivered,PartiallyDelivered,television-home-theater-accessories,televisions-home-theater,"Full Motion Slim Wall Mount (VESA: 200x200, 300x200)",Physical,usa-order-line-item-feed-v5.0.0-202512,d64204d7-0a02-4b6c-a5e8-757493988eb4,1.0
SA305757261,7326028941,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202512,b292638a-4d59-4a13-ae7d-86f7c8fbf45a,1.0
SA135383513,7325573661,DM_HA_STANDARD,Delivered,Delivered,,,Home Delivery,Delivery,usa-order-line-item-feed-v5.0.0-202512,72105bff-8f30-4993-9e58-2973dc7b5eff,1.0
SA108055955,7325769268,QN65QN90FAFXZA,Delivered,Delivered,tvs,televisions-home-theater,"65"" Class Neo QLED 4K QN90F Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202512,3aba2da4-5fed-449d-acd2-a3fc444242db,1.0
SA330374083,7325769258,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202512,20422f48-5a27-4da7-ad27-16f0aee972eb,1.0
SA330374083,7325769258,QN75QN70FAFXZA,Delivered,Delivered,tvs,televisions-home-theater,"75"" Class Neo QLED 4K QN70F Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202512,2850df4b-4db0-488f-8a0d-004f7cd9f48a,1.0
SA307585810,7325949069,DM_CE_STANDARD_LARGE,Delivered,PartiallyDelivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202512,a6353a82-c5b1-43b4-ae6e-6fb4dbccc531,1.0
SA365080756,7325863857,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202512,7f6bc658-007a-4161-9cf3-713f0a94bb3a,1.0
SA036750581,7324808787,HA-INST-WAS00,Delivered,Delivered,washers,home-appliances,Install Washer,Installation,usa-order-line-item-feed-v5.0.0-202512,da799915-67a1-4534-89ba-67cc42862011,1.0
SA065165063,7325938773,DM_HA_STANDARD,Delivered,Delivered,,,Home Delivery,Delivery,usa-order-line-item-feed-v5.0.0-202512,f6c6b042-69f1-4982-9f2c-456be4152327,1.0
SA067077323,7325459419,DM_HA_STANDARD,Delivered,Delivered,,,Home Delivery,Delivery,usa-order-line-item-feed-v5.0.0-202512,c86cbb6b-98db-4103-881e-111b6838f3fd,1.0
SA154156103,7326028955,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202512,3b46afb0-5d8a-444c-8146-ba2282ec97dc,1.0
SA566717106,7321503472,HA-INST-DSH00,Delivered,Delivered,dishwashers,home-appliances,Install Dishwasher,Installation,usa-order-line-item-feed-v5.0.0-202511,1ac86f93-64d4-4f46-9f67-78ab277e0377,1.0
SA566717106,7321503472,NE63A6111SS/AA,Delivered,Delivered,ranges,home-appliances,6.3 cu. ft. Smart Freestanding Electric Range with Steam Clean in Stainless Steel,Physical,usa-order-line-item-feed-v5.0.0-202511,9d396a16-0847-4133-b4da-6497189dfbfc,1.0
SA566717106,7321503472,HA-HAUL-AWY,Delivered,Delivered,refrigerators,home-appliances,Haul away Old Appliance,Installation,usa-order-line-item-feed-v5.0.0-202511,8c42f7db-28e6-4ce6-9a8e-d83bbe1db8a0,1.0
SA161210126,7322352519,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202511,094e3e17-59e8-4ce4-b66c-41fd4fd99426,1.0
SA161210126,7322352519,QN55QEF1AFXZA,Delivered,Delivered,tvs,televisions-home-theater,"55"" Class QLED QEF1 4K Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202511,1df30e4e-ea70-4066-bf29-6a64889830cd,1.0
SA164213241,7324294347,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202511,789e93b8-0830-470d-a612-b6e9a9de622e,1.0
SA134176920,7323946867,RF29DB9900QDAA,Delivered,Delivered,refrigerators,home-appliances,Bespoke 4-Door Flex™ Refrigerator (29 cu. ft.) with AI Family Hub™+ and AI Vision Inside™ in Stainless Steel,Physical,usa-order-line-item-feed-v5.0.0-202511,a797b261-1998-48b4-b269-8c4093eee31b,1.0
SA134176920,7324376980,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202511,b3c9ce43-024a-4f13-8c35-2950185c49cb,1.0
SA134176920,7323946867,NQ70T5511DS/AA,Delivered,Delivered,wall-ovens,home-appliances,"30"" Smart Electric Wall Oven with Microwave Combination in Stainless Steel",Physical,usa-order-line-item-feed-v5.0.0-202511,c2eb656e-6f2c-45b6-aa2e-3f49743854bb,1.0
SA134176920,7323946867,WA54CG7150ADA4,Delivered,Delivered,washers,home-appliances,5.4 cu. ft. Smart Top Load Washer with Pet Care Solution and Super Speed Wash in Brushed Navy,Physical,usa-order-line-item-feed-v5.0.0-202511,f8fd61d4-84fc-42b2-a052-009d9ee19064,1.0
SA033963316,7324859236,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202511,3e3acef9-7429-4b09-89b9-08240235a7f3,1.0
SA502502813,7325701739,DM_HA_STANDARD,Delivered,Delivered,,,Home Delivery,Delivery,usa-order-line-item-feed-v5.0.0-202511,f26f6ffb-be9b-4e72-95c6-386b8cb31797,1.0
SA553241903,7324723153,DM_HA_STANDARD,Delivered,Delivered,,,Home Delivery,Delivery,usa-order-line-item-feed-v5.0.0-202511,2f6768d9-72b6-4ab8-ad04-e956cceaa82c,1.0
SA358237733,7326905267,DVE50BG8300VA3,Delivered,Delivered,dryers,home-appliances,7.5 cu. ft. Smart Electric Dryer with Steam Sanitize+ and Sensor Dry in Brushed Black,Physical,usa-order-line-item-feed-v5.0.0-202511,32d9f6b0-9350-4d72-87f4-ffddbbf9c06b,1.0
SA062988103,7322476376,HA-INST-BESPOKE00,Delivered,Delivered,refrigerators,home-appliances,Install Bespoke Refrigerator,Installation,usa-order-line-item-feed-v5.0.0-202511,de4c1a8e-48be-4e1d-85a6-9f4ef5ac2fd9,1.0
SA301646730,7321789453,HA-INST-BESPOKE00,Shipped,PartiallyDelivered,refrigerators,home-appliances,Install Bespoke Refrigerator,Installation,usa-order-line-item-feed-v5.0.0-202511,abdbc908-41be-4b7b-8aeb-d3dc01a50049,1.0
SA002893436,7322355526,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202511,2750abe3-d53a-4fa5-a91f-1cf783df87ec,1.0
SA158802156,7324376963,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202511,476439ff-0ceb-4fc2-99b4-df1f9676eca6,1.0
SA064626501,7326028918,QN85QN90FAFXZA,Delivered,Delivered,tvs,televisions-home-theater,"85"" Class Neo QLED 4K QN90F Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202511,f5241bfc-0d3f-43fc-af05-d0c11d4365bc,1.0
SA156656860,7325953159,DW80CG4051SRAA,Delivered,Delivered,dishwashers,home-appliances,AutoRelease 51dBA Fingerprint Resistant Dishwasher with 3rd Rack in Stainless Steel,Physical,usa-order-line-item-feed-v5.0.0-202511,d88140de-f2da-45bb-ac1d-d55b4fccf2c4,1.0
SA162335116,7325449388,HA-HAUL-AWY,Delivered,Delivered,refrigerators,home-appliances,Haul away Old Appliance,Installation,usa-order-line-item-feed-v5.0.0-202511,fee3f3a8-1829-4dee-b1a5-dfb2739f887b,1.0
SA505866003,7325769255,WMN8000SXT/ZA,Delivered,PartiallyDelivered,television-home-theater-accessories,televisions-home-theater,Large Size Bracket Wall Mount (VESA: 600x400),Physical,usa-order-line-item-feed-v5.0.0-202511,bc4f6093-9b9f-4261-a349-13ad819dabfc,1.0
SA559300360,7325948965,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202511,6b5a7061-b5c1-4490-9bc8-203b04da7754,1.0
SA538908393,7325449372,DM_HA_STANDARD,Delivered,Delivered,,,Home Delivery,Delivery,usa-order-line-item-feed-v5.0.0-202511,3dba3c7a-c552-4097-89a8-538bddb33ef4,1.0
SA003894716,7325267717,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202511,9b5cc7b9-7b04-4910-9806-4f3d5772c82a,1.0
SA152869711,7324859916,WH46DBH100EWA3,Delivered,Delivered,washers,home-appliances,Bespoke AI Laundry Hub™ 4.6 cu. ft. Large Capacity Single Unit Washer with Steam Wash and 7.6 cu. ft. Electric Dryer in White,Physical,usa-order-line-item-feed-v5.0.0-202511,311cf583-1995-4805-ae13-a7d8ed70e3e9,1.0
SA307279458,7322746567,RF90F29AECRAA,Delivered,Delivered,refrigerators,home-appliances,Bespoke 29 cu. ft. 4-Door French Door Refrigerator with AI Family Hub™+ & AI Vision Inside™ in Charcoal Glass and Stainless Steel,Physical,usa-order-line-item-feed-v5.0.0-202511,ccdd6559-da25-4a60-a971-d7c8eba2199b,1.0
SA161062560,7324859890,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202511,517553e0-2536-4bc7-9414-aabd1e3e780f,1.0
SA009523530,7325948962,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202511,b1a93f3c-ae63-47da-bc27-e197e9b3f0fa,1.0
SA101242826,7325340776,NSG6DG8550SRAA,Delivered,Delivered,ranges,home-appliances,Bespoke Smart Slide-In Gas Range 6.0 cu. ft. with Flex Duo™ & Illuminated Precision Knobs in Stainless Steel,Physical,usa-order-line-item-feed-v5.0.0-202511,1ff8be9d-19ca-4778-b6f8-f65768229fd2,1.0
SA102465067,7325189966,RF70F29DERAA,Delivered,Delivered,refrigerators,home-appliances,Bespoke 29 cu. ft. 4-Door French Door Refrigerator with Inner Beverage Center™ & FlexZone™ Drawer in Stainless Steel,Physical,usa-order-line-item-feed-v5.0.0-202511,45bd3f16-21d9-4c84-ba14-ef76d8b7d243,1.0
SA564871723,7325189949,DW80B7070US/AA,Delivered,Delivered,dishwashers,home-appliances,AutoRelease Smart 42dBA Dishwasher with StormWash+™ and Smart Dry in Stainless Steel,Physical,usa-order-line-item-feed-v5.0.0-202511,5277b86a-07f5-45ae-8cea-296a5391e31a,1.0
SA557344960,7324132061,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202511,a5b57dd2-ed1e-449e-9028-1ba64f288c88,1.0
SA364881886,7324471159,HA-INST-BESPOKE00,Delivered,Delivered,refrigerators,home-appliances,Install Bespoke Refrigerator,Installation,usa-order-line-item-feed-v5.0.0-202511,1e3fd603-a3e9-49dc-bafc-38fe4dba8b69,1.0
SA338481380,7324475362,QN85Q6FAAFXZA,Delivered,Delivered,tvs,televisions-home-theater,85 Inch Class QLED Q6F 4K Smart TV (2025),Physical,usa-order-line-item-feed-v5.0.0-202511,66546194-2b80-437a-b5bf-8a6217cea448,1.0
SA156321403,7325449386,NQ70CB700D12AA,Delivered,Delivered,wall-ovens,home-appliances,"Bespoke 30"" Microwave Combination Wall Oven with Flex Duo™ in White Glass",Physical,usa-order-line-item-feed-v5.0.0-202511,73187c14-dd62-46aa-8efb-d40cca8d4fd6,1.0
SA150853536,7325449382,HA-HAUL-AWY,Delivered,Delivered,refrigerators,home-appliances,Haul away Old Appliance,Installation,usa-order-line-item-feed-v5.0.0-202511,dc6dd20d-b6e6-4446-8d45-e137568692c5,1.0
SA154327936,7324147128,L-INST/A1-EQ55,Delivered,Delivered,television-home-theater-accessories,televisions-home-theater,Professional TV mounting,Installation,usa-order-line-item-feed-v5.0.0-202511,ce9536fc-8c89-4cfe-bb64-3e6116200433,1.0
SA151476411,7324294358,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202511,ad7cf8ca-db8c-450d-a0a9-e87b25b7388b,1.0
SA557026431,7324655167,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202511,c71e4d8a-0f8d-47d3-b729-4e2f403221ea,1.0
SA159036583,7325449370,NE63D6711SR/AA,Delivered,Delivered,ranges,home-appliances,6.3 cu. ft. Smart Freestanding ENERGY STAR® Certified Electric Range with Air Fry and Griddle in Stainless Steel,Physical,usa-order-line-item-feed-v5.0.0-202511,9b2f6cd0-c023-462a-94bc-96d19dcc4131,1.0
SA104921592,7326695139,NQ70CG700DSRAA,Delivered,Delivered,wall-ovens,home-appliances,"Bespoke 30"" Microwave Combination Wall Oven with with Flex Duo™ in Stainless Steel",Physical,usa-order-line-item-feed-v5.0.0-202511,26d56ad5-df52-4b1f-a2cb-0d07c083d5ba,1.0
SA038688321,7325573631,HA-INST-RNG0G,Delivered,Delivered,ranges,home-appliances,Install Appliance - Gas,Installation,usa-order-line-item-feed-v5.0.0-202511,bc379071-0715-49d7-9fbe-b48a399f2b51,1.0
SA138620363,7322177533,QN65LS03DAFXZA,Delivered,Delivered,tvs,televisions-home-theater,"65"" Class The Frame QLED 4K LS03D",Physical,usa-order-line-item-feed-v5.0.0-202511,850f40ea-a32c-4379-8e3b-5a328c61fcfa,1.0
SA007929660,7322354871,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202511,1ac2dd9d-3f9d-4363-a6f1-1216345977a3,1.0
SA007929660,7322354871,QN65QN1EFAFXZA,Delivered,Delivered,tvs,televisions-home-theater,"65"" Class Neo QLED 4K QN1EF Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202511,ea33e442-b153-4a13-8520-dc68e077cb1c,1.0
SA532740754,7325573622,NSG6DG8550SRAA,Delivered,Delivered,ranges,home-appliances,Bespoke Smart Slide-In Gas Range 6.0 cu. ft. with Flex Duo™ & Illuminated Precision Knobs in Stainless Steel,Physical,usa-order-line-item-feed-v5.0.0-202511,ff04c96d-7b0f-4217-ab8e-c1bd90c5a02f,1.0
SA001864933,7324205307,WMN8000SXT/ZA,Shipped,PartiallyDelivered,television-home-theater-accessories,televisions-home-theater,Large Size Bracket Wall Mount (VESA: 600x400),Physical,usa-order-line-item-feed-v5.0.0-202511,6fe29701-8dc9-4271-9d42-cee654464e94,1.0
SA102458740,7324917628,QN100QN80FFXZA,Delivered,Delivered,tvs,televisions-home-theater,"100"" Class Neo QLED 4K QN80F Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202512,dd9d740f-00a0-4387-b080-d156357c8c50,1.0
SA336216293,7323860196,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202512,6042d0c8-6d67-478f-ae25-639f528e2de6,1.0
SA534346453,7326101698,RF90F23AEWAA,Delivered,Delivered,refrigerators,home-appliances,Bespoke 23 cu. ft. Counter Depth 4-Door French Door Refrigerator with AI Family Hub™+ AI Vision Inside™ in White Glass,Physical,usa-order-line-item-feed-v5.0.0-202512,1b9bb8bc-61ac-4127-8db0-91c3ef1dbb44,1.0
SA101604556,7323860229,RF23BB8600QLAA,Delivered,Delivered,refrigerators,home-appliances,Bespoke 23 cu. ft. Counter Depth 4-Door French Door Refrigerator with Beverage Center™ in Stainless Steel,Physical,usa-order-line-item-feed-v5.0.0-202512,6cecd7ee-4375-4b55-b465-c136e75b0096,1.0
SA303228553,7325189671,L-INST/A1-EQ55,Delivered,PartiallyDelivered,television-home-theater-accessories,televisions-home-theater,Professional TV mounting,Installation,usa-order-line-item-feed-v5.0.0-202512,c8ac40e6-336c-40d6-93b5-ac0addd6618a,1.0
SA059990103,7322844425,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202512,cf25f628-4027-4391-90b8-640a8421a87a,1.0
SA304781032,7324757685,LS55CG970NNXGO,Delivered,Delivered,monitors,computing,"55"" Odyssey Ark 2nd Gen. 4K UHD 165Hz 1ms(GtG) Quantum Mini-LED Curved Gaming Screen",Physical,usa-order-line-item-feed-v5.0.0-202512,380f0798-9b53-4fd9-9f88-826cd886c0a0,1.0
SA356954011,7325863826,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202512,c0d01439-c4d5-4aaa-af53-8b57951de8c5,1.0
SA534376160,7323150213,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202512,b949fbcd-3d82-41f4-bb08-0f6d0e25ed87,1.0
SA032482696,7325749445,HA-INST-WAS00,Delivered,Delivered,washers,home-appliances,Install Washer,Installation,usa-order-line-item-feed-v5.0.0-202512,6b8c9363-c255-45d3-9ded-6e66fadfb372,1.0
SA107106706,7325425889,NSG6DG8100SRAA,Shipped,PartiallyDelivered,ranges,home-appliances,Bespoke 6.0 cu. ft. Smart Slide-In Gas Range with Precision Knobs in Stainless Steel,Physical,usa-order-line-item-feed-v5.0.0-202512,eb5b7da8-37d2-4da7-9072-005d08739896,1.0
SA558339650,7324958998,DM_HA_STANDARD,Delivered,Delivered,,,Home Delivery,Delivery,usa-order-line-item-feed-v5.0.0-202512,36ab420e-ad68-46aa-af83-569aa0fe4227,1.0
SA558339650,7324958998,HA-INST-BESPOKE00,Delivered,Delivered,refrigerators,home-appliances,Install Bespoke Refrigerator,Installation,usa-order-line-item-feed-v5.0.0-202512,5b9bc138-809d-4dd7-8c85-1d6019e9a0fe,1.0
SA054067321,7325189991,NSG6DG8100SRAA,Delivered,Delivered,ranges,home-appliances,Bespoke 6.0 cu. ft. Smart Slide-In Gas Range with Precision Knobs in Stainless Steel,Physical,usa-order-line-item-feed-v5.0.0-202512,00043c77-ec1e-4ef3-b775-a52d797ca61d,1.0
SA357816160,7323860195,QN55LS03FAFXZA,Delivered,Delivered,tvs,televisions-home-theater,"55"" Class The Frame LS03FA QLED 4K Art Mode Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202512,dc810dab-f77d-4788-a7c5-ed774eb54092,1.0
SA063926560,7325124970,HA-INST-RNG0G,Delivered,Delivered,ranges,home-appliances,Install Appliance - Gas,Installation,usa-order-line-item-feed-v5.0.0-202512,6760737c-4e6b-479a-97ea-8be1d7b5ffe2,1.0
SA151833820,7325571063,L-INST/A1-EQ55,Delivered,Delivered,television-home-theater-accessories,televisions-home-theater,Professional TV mounting,Installation,usa-order-line-item-feed-v5.0.0-202512,8d1464af-715b-4058-abcb-c53dc378ff41,1.0
SA134771901,7324917653,HA-INST-BESPOKE00,Delivered,Delivered,refrigerators,home-appliances,Install Bespoke Refrigerator,Installation,usa-order-line-item-feed-v5.0.0-202512,dbea6948-4cf4-4b0f-b092-66123ed78913,1.0
SA134771901,7324917653,DM_HA_STANDARD,Delivered,Delivered,,,Home Delivery,Delivery,usa-order-line-item-feed-v5.0.0-202512,b96dd2cf-3807-420e-82fe-578471778780,1.0
SA336267896,7324890462,RF23BB86004MAA,Delivered,Delivered,refrigerators,home-appliances,Bespoke 4-Door French Door Refrigerator (23 cu. ft.) with Beverage Center™ in Morning Blue Glass Top Panels and White Glass Middle and Bottom Panels,Physical,usa-order-line-item-feed-v5.0.0-202512,76eebacd-51a5-4692-9bfe-29f26b3eb819,1.0
SA364768400,7325310237,DM_HA_STANDARD,Delivered,Delivered,,,Home Delivery,Delivery,usa-order-line-item-feed-v5.0.0-202512,9055a84b-af9d-4f06-90c5-3a8065144c65,1.0
SA054778260,7325129895,HA-HAUL-AWY,Delivered,Delivered,refrigerators,home-appliances,Haul away Old Appliance,Installation,usa-order-line-item-feed-v5.0.0-202512,acbd85e0-6af1-4020-83d4-1ec3aa9c24c3,1.0
SA034743350,7324960654,HA-INST-DRY0E,Delivered,Delivered,dryers,home-appliances,Install Dryer – Electric,Installation,usa-order-line-item-feed-v5.0.0-202512,465fd1a4-cf20-42c5-938e-03452a48ca1b,1.0
SA505506810,7325701097,UN98DU9000FXZA,Delivered,Delivered,tvs,televisions-home-theater,"98"" Class Crystal UHD DU9000",Physical,usa-order-line-item-feed-v5.0.0-202512,136911f8-c1fc-4367-9693-3def64ad6747,1.0
SA505506810,7325701097,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202512,f86e79a5-bab5-41ff-8bd9-53a73a4dbd5d,1.0
SA301058950,7325795358,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202512,bb21051c-0b36-4a59-8952-914b9dd439de,1.0
SA301058950,7325795358,QN55LS03FAFXZA,Delivered,Delivered,tvs,televisions-home-theater,"55"" Class The Frame LS03FA QLED 4K Art Mode Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202512,dc72f83f-26d0-42d0-8ac5-5e49b9a719dc,1.0
SA550243496,7325190010,DW80CG5450SRAA,Delivered,Delivered,dishwashers,home-appliances,AutoRelease Smart 46dBA Dishwasher with StormWash™ in Stainless Steel,Physical,usa-order-line-item-feed-v5.0.0-202512,f399054c-10f6-42fa-9eb8-f0744ee5d36d,1.0
SA304089511,7324655181,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202512,b3668f54-0af1-49db-8001-f3cc803d378d,1.0
SA559208503,7325433395,HA-HAUL-AWY,Delivered,Delivered,refrigerators,home-appliances,Haul away Old Appliance,Installation,usa-order-line-item-feed-v5.0.0-202512,f1ee36e6-27c3-4520-9edf-3d509c871ab4,1.0
SA369078516,7325340766,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202512,4f8bcd5a-ca50-4bf3-8c5a-821c2271d1ee,1.0
SA153056486,7324987998,LS49CG954ENXZA,Delivered,Delivered,monitors,computing,"49"" Odyssey G9 G95C DQHD 240Hz 1ms(GtG) Display HDR 1000 Curved Gaming Monitor",Physical,usa-order-line-item-feed-v5.0.0-202512,bd5d70c2-29db-469a-8c7a-c5612a22d7f5,1.0
SA334972063,7324859924,HA-HAUL-AWY,Delivered,Delivered,refrigerators,home-appliances,Haul away Old Appliance,Installation,usa-order-line-item-feed-v5.0.0-202512,b77225a3-165a-4b57-bc95-05e031293f47,1.0
SA154236100,7324282207,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202512,5f89d23d-ec68-4d7e-9123-3f1dfa6ac1b8,1.0
SA538984116,7325956664,HA-HAUL-AWY,Delivered,Delivered,refrigerators,home-appliances,Haul away Old Appliance,Installation,usa-order-line-item-feed-v5.0.0-202512,7454a116-a9a0-495b-a57a-cae5d4210a8e,1.0
SA150541353,7325571082,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202512,79182e5d-9a5b-4134-a22c-b59bcd94601a,1.0
SA138961671,7324474867,QN65QN70FAFXZA,Delivered,PartiallyDelivered,tvs,televisions-home-theater,"65"" Class Neo QLED 4K QN70F Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202512,824c20cd-e6d1-4536-a804-709e7fafb35c,1.0
SA308102863,7325340760,QN75LS03FWFXZA,Delivered,Delivered,tvs,televisions-home-theater,"75"" Class The Frame Pro LS03FW Neo QLED 4K Art Mode Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202512,4a714539-d139-4a93-bf45-715715c94dc5,1.0
SA067999906,7325864575,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202512,bb1efc1a-9b9f-4bb8-8915-c4138fe66dd7,1.0
SA535430811,7325340826,HA-INST-DSH00,Delivered,Delivered,dishwashers,home-appliances,Install Dishwasher,Installation,usa-order-line-item-feed-v5.0.0-202512,2a70217b-319f-403e-8024-560c7bce4439,1.0
SA535430811,7325340826,DM_HA_STANDARD,Delivered,Delivered,,,Home Delivery,Delivery,usa-order-line-item-feed-v5.0.0-202512,9d685013-3164-4b06-b0de-e09c650cd685,1.0
SA369039260,7325700873,UN98DU9000FXZA,Delivered,Delivered,tvs,televisions-home-theater,"98"" Class Crystal UHD DU9000",Physical,usa-order-line-item-feed-v5.0.0-202512,4a07d405-409d-4c91-abb9-ca78cacde0d3,1.0
SA369039260,7325700873,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202512,c57778c0-0c94-4b1b-92a8-34c9aa128198,1.0
SA039985036,7325189925,QN55QN70FAFXZA,Delivered,Delivered,tvs,televisions-home-theater,"55"" Class Neo QLED 4K QN70F Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202512,d703abf4-1803-4462-ac2a-e9b3b21a06d3,1.0
SA161265016,7325189904,QN65QN90FAFXZA,Delivered,Delivered,tvs,televisions-home-theater,"65"" Class Neo QLED 4K QN90F Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202512,669f8d7d-94b4-4608-94ed-07f1f0ef5462,1.0
SA038219283,7325340947,RF23DB9900QDAA,Delivered,Delivered,refrigerators,home-appliances,Bespoke 23 cu. ft. Counter Depth 4-Door Flex™ Refrigerator with AI Family Hub™+ & AI Vision Inside™ in Stainless Steel,Physical,usa-order-line-item-feed-v5.0.0-202512,d6d43501-4ad5-40aa-9ed4-751f2c3ac1cd,1.0
SA302324803,7324655861,DM_HA_STANDARD,Delivered,Delivered,,,Home Delivery,Delivery,usa-order-line-item-feed-v5.0.0-202512,70e1ad22-8d1b-4780-90fd-7c4f371d84f4,1.0
SA302324803,7324655861,HA-INST-BESPOKE00,Delivered,Delivered,refrigerators,home-appliances,Install Bespoke Refrigerator,Installation,usa-order-line-item-feed-v5.0.0-202512,fb6f092e-5102-4954-9060-49bd5fed9169,1.0
SA069412456,7325189906,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202512,dc64576f-7421-46e2-9dc1-3ec8287625d7,1.0
SA102092706,7325878506,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202512,0a393297-7442-411f-9132-c49902ae1fe6,1.0
SA501757316,7325769278,QN65QN90FAFXZA,Delivered,Delivered,tvs,televisions-home-theater,"65"" Class Neo QLED 4K QN90F Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202512,fa7363d8-864d-4c19-9e94-3a67a1eefe57,1.0
SA364794287,7324723187,DM_HA_STANDARD,Delivered,Delivered,,,Home Delivery,Delivery,usa-order-line-item-feed-v5.0.0-202512,49fadd1e-b96d-4a24-888c-2800a9a053c5,1.0
SA555978823,7325769257,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202512,4ce940f8-b460-4f80-96f2-df20bf7f7d17,1.0
